"Owner.Sales.Role.Region","Is.Deal.Registration","Billing.Country","Cloud.Data.Platform","Cloud.Provider","Stage","Opportunity.Record.Type","Plan.Type","Lead.Source","Opportunity.ARR","Amount..ACV..Currency","Amount..ACV.","Created.Date","Close.Date","Age","Days.in.Free.Trial","Days.in.Current.Stage","Free.Trial.","Trial.End.Date","Loss.Reason","Opportunity.Source","year"
"EAE - NA Central",0,"United States","Snowflake","AWS","8 - Closed Won","Snowflake on AWS Opportunity","Contract","Organic",23288,"USD",19222,"5/11/2021","6/15/2021",35,3,101,1,"5/17/2021","","Inbound SDR/Marketing","2021"
"EAE - NA Central",0,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Paid",NA,"USD",20000,"1/7/2021","3/8/2021",60,NA,101,0,"","Staying with Incumbent Solution","Inbound SDR/Marketing","2021"
"CAE - North America",1,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Consulting Partner",NA,"",NA,"9/8/2021","10/21/2021",43,NA,101,0,"","Budget","Partner","2021"
"CAE - North America",0,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Event",NA,"USD",10000,"8/5/2021","1/20/2022",168,NA,101,0,"","Change in Project Scope","Sales","2021"
"EAE - NA West",0,"United States","Snowflake","","7 - Closed Lost","Snowflake on Azure Opportunity","","Event",NA,"USD",30000,"5/19/2021","10/4/2021",138,NA,101,0,"","Change in Project Scope","Inbound SDR/Marketing","2021"
"EAE - NA East",1,"United Kingdom","Snowflake","Azure","7 - Closed Lost","New Logo","Contract","Organic",NA,"USD",50000,"1/22/2021","3/9/2022",411,37,71,1,"6/8/2021","Lost to Competitor","Sales","2021"
"CAE - RoW",0,"Japan","","","7 - Closed Lost","BigQuery Opportunity","","Sales Prospecting",NA,"",NA,"9/8/2021","1/6/2022",120,NA,101,0,"","Unable to contact","Sales","2021"
"EAE - NA West",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Event",NA,"USD",15000,"1/13/2021","3/8/2021",54,NA,101,0,"","Timing","Sales","2021"
"CAE - North America",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Event",NA,"USD",60000,"5/18/2021","1/4/2022",231,NA,101,0,"","Change in Project Scope","Sales","2021"
"",0,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","Contract","Drift",NA,"USD",30000,"8/31/2021","1/12/2022",134,NA,101,0,"","Timing","Sales","2021"
"CAE - RoW",0,"United Kingdom","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Organic",NA,"",NA,"7/21/2021","9/30/2021",71,NA,101,0,"","Unable to contact","Inbound SDR/Marketing","2021"
"EAE - RoW EMEA/APAC",0,"New Zealand","Synapse","","7 - Closed Lost","Synapse Opportunity","","Organic",NA,"",NA,"8/24/2021","9/16/2021",23,NA,101,0,"","Change in Project Scope","Inbound SDR/Marketing","2021"
"CAE - NA Central",0,"United States","","","7 - Closed Lost","Consultancy Opportunity","","Sales Prospecting",NA,"",NA,"7/15/2021","11/3/2021",111,NA,101,0,"","Timing","Sales","2021"
"Other",0,"Germany","","","8 - Closed Won","Redshift Opportunity","PayGo","Social",NA,"",NA,"8/6/2021","11/8/2021",94,NA,101,1,"5/30/2022","","Sales","2021"
"CAE - RoW",0,"Germany","","","8 - Closed Won","BigQuery Opportunity","PayGo","Paid",393,"USD",10000,"9/27/2021","9/30/2021",3,80,101,1,"10/4/2021","","Sales","2021"
"EAE - NA East",0,"United States","","","7 - Closed Lost","Synapse Opportunity","","Sales Prospecting",NA,"USD",35000,"9/13/2021","11/9/2021",57,NA,101,0,"","Timing","Outbound SDR","2021"
"EAE - NA East",0,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","Contract","Sales Prospecting",NA,"USD",50000,"9/23/2021","4/4/2022",193,NA,45,0,"","Unable to contact","Sales","2021"
"Other",1,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","List Import",NA,"USD",10000,"6/4/2021","10/12/2021",130,NA,101,0,"","Staying with Incumbent Solution","Inbound SDR/Marketing","2021"
"EAE - NA West",1,"United States","Snowflake","","7 - Closed Lost","Unspecified Opportunity","","Consulting Partner",NA,"",NA,"5/18/2021","8/12/2021",86,NA,101,0,"","Staying with Incumbent Solution","Partner","2021"
"EAE - NA West",0,"United States","Snowflake","","7 - Closed Lost","Redshift Opportunity","","Paid",NA,"",NA,"6/7/2021","8/6/2021",60,NA,101,0,"","Lost Champion","Inbound SDR/Marketing","2021"
"EAE - RoW UK",0,"Bermuda","","","7 - Closed Lost","Unspecified Opportunity","","Sales Prospecting",NA,"USD",45000,"2/8/2021","10/5/2021",239,NA,101,0,"","Change in Project Scope","Sales","2021"
"EAE - NA East",0,"United States","Snowflake","","8 - Closed Won","Snowflake on AWS Opportunity","Contract","Organic",40222,"USD",31974,"6/2/2021","7/30/2021",58,NA,101,1,"7/30/2021","","Inbound SDR/Marketing","2021"
"EAE - RoW EMEA/APAC",1,"Norway","","","7 - Closed Lost","Snowflake on Azure Opportunity","","Sales Prospecting",NA,"USD",10000,"9/21/2021","1/25/2022",126,46,101,1,"10/6/2021","Change in Project Scope","Sales","2021"
"EAE - RoW UK",0,"United Arab Emirates","","","7 - Closed Lost","Redshift Opportunity","","Organic",NA,"USD",40000,"5/26/2021","6/14/2021",19,NA,101,0,"","Change in Project Scope","Inbound SDR/Marketing","2021"
"EAE - NA West",0,"United States","On-Premise","","7 - Closed Lost","Snowflake on Azure Opportunity","","Paid",NA,"USD",30000,"2/3/2021","10/15/2021",254,NA,101,0,"","Unable to contact","Inbound SDR/Marketing","2021"
"",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Techno-company Data Loader",NA,"",NA,"8/26/2021","9/8/2021",13,NA,101,0,"","Missing Features","Inbound SDR/Marketing","2021"
"EAE - RoW UK",0,"Germany","Snowflake","","8 - Closed Won","Consultancy Opportunity","Contract","Consulting Partner",NA,"USD",6600,"9/23/2021","9/30/2021",7,NA,101,0,"","","Sales","2021"
"Other",0,"United States","Snowflake","","7 - Closed Lost","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"3/22/2022","3/30/2022",8,NA,50,0,"","Unable to contact","Outbound SDR","2022"
"EAE - RoW EMEA/APAC",0,"Finland","Synapse","","7 - Closed Lost","Synapse Opportunity","","Sales Prospecting",NA,"",NA,"8/25/2021","10/5/2021",41,NA,101,0,"","Change in Project Scope","Outbound SDR","2021"
"Other",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Sales Prospecting",NA,"",NA,"5/19/2021","7/13/2021",55,NA,101,0,"","Lost Champion","Sales","2021"
"EAE - NA East",0,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","","Organic",NA,"USD",35000,"8/30/2021","3/14/2022",196,NA,66,0,"","Timing","Inbound SDR/Marketing","2021"
"Other",1,"United States","Snowflake","AWS","7 - Closed Lost","Unspecified Opportunity","","Consulting Partner",NA,"",NA,"9/23/2021","2/15/2022",145,NA,93,0,"","Timing","Partner","2021"
"EAE - RoW UK",1,"United Kingdom","Snowflake","AWS","3 - Champion Confirmed","Convert to Contract","Contract","Sales Prospecting",53218,"USD",23259,"5/25/2021","6/30/2022",359,NA,91,1,"10/27/2021","","Outbound SDR","2021"
"EAE - NA West",0,"United States","Snowflake","","7 - Closed Lost","BigQuery Opportunity","","Sales Prospecting",NA,"",NA,"6/1/2021","9/29/2021",120,NA,101,0,"","Unable to contact","Outbound SDR","2021"
"EAE - NA Central",1,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","","Consulting Partner",NA,"USD",23000,"9/21/2021","3/14/2022",174,NA,66,0,"","Timing","Partner","2021"
"CAE - NA Central",1,"United States","Snowflake","AWS","1 - Identified","New Logo","PayGo","Consulting Partner",720,"USD",2500,"9/17/2021","5/31/2022",244,NA,101,1,"12/15/2021","","Partner","2021"
"EAE - NA Central",1,"United States","Snowflake","Azure","1 - Identified","New Logo","","Organic",NA,"USD",23000,"5/10/2021","10/28/2022",374,NA,101,0,"","","Inbound SDR/Marketing","2021"
"CAE - NA Southeast",0,"United States","","","7 - Closed Lost","Snowflake on GCP Opportunity","","Sales Prospecting",NA,"USD",10000,"4/30/2021","1/25/2022",270,NA,101,0,"","Timing","Sales","2021"
"EAE - NA West",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Website",NA,"USD",35000,"5/23/2021","9/6/2021",106,23,101,1,"6/3/2021","Unable to contact","Outbound SDR","2021"
"CAE - NA Central",0,"United States","","","7 - Closed Lost","Redshift Opportunity","","Paid",NA,"USD",25000,"9/16/2021","1/24/2022",130,14,101,1,"10/13/2021","Timing","Inbound SDR/Marketing","2021"
"EAE - NA West",1,"United States","Snowflake","Azure","7 - Closed Lost","Unspecified Opportunity","","Consulting Partner",NA,"",NA,"9/17/2021","2/16/2022",152,NA,92,0,"","Not a fit","Partner","2021"
"EAE - NA West",1,"United States","Snowflake","Azure","7 - Closed Lost","Unspecified Opportunity","","Consulting Partner",NA,"",NA,"9/17/2021","2/16/2022",152,NA,92,0,"","Not a fit","Partner","2021"
"EAE - RoW UK",1,"Switzerland","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Consulting Partner",NA,"USD",40000,"8/2/2021","8/20/2021",18,NA,101,0,"","Lost to Competitor","Partner","2021"
"EAE - RoW EMEA/APAC",0,"Netherlands","","","7 - Closed Lost","Snowflake on AWS Opportunity","Contract","Sales Prospecting",NA,"USD",78630,"2/9/2021","2/11/2021",2,NA,101,0,"","Cost","Sales","2021"
"EAE - NA West",0,"United States","","","8 - Closed Won","Redshift Opportunity","Contract","Organic",NA,"USD",93429,"2/9/2021","2/23/2021",14,NA,101,0,"","","Sales","2021"
"EAE - NA Central",0,"United States","Snowflake","Azure","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",33000,"3/22/2022","11/21/2022",58,NA,49,0,"","","Outbound SDR","2022"
"EAE - NA East",1,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Consulting Partner",NA,"",NA,"5/14/2021","9/28/2021",137,NA,101,1,"5/14/2021","Cost","Partner","2021"
"CAE - NA Northeast",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Sales Prospecting",NA,"USD",10000,"6/2/2021","11/23/2021",174,NA,101,0,"","Timing","Sales","2021"
"EAE - NA Central",1,"United States","Snowflake","Azure","1 - Identified","Expansion","","Consulting Partner",NA,"USD",30000,"7/22/2021","8/31/2022",301,NA,101,0,"","","Partner","2021"
"EAE - RoW EMEA/APAC",0,"Sweden","","","8 - Closed Won","Snowflake on AWS Opportunity","Contract","Sales Prospecting",NA,"USD",119667,"5/13/2021","6/30/2021",48,NA,101,0,"","","Sales","2021"
"CAM - NA",1,"Mexico","BigQuery","","7 - Closed Lost","BigQuery Opportunity","","Consulting Partner",NA,"",NA,"5/6/2021","1/14/2022",253,NA,101,0,"","Change in Project Scope","Partner","2021"
"EAE - RoW EMEA/APAC",0,"Australia","Snowflake","AWS","7 - Closed Lost","Expansion","","Sales Prospecting",NA,"USD",30000,"8/6/2021","2/22/2022",200,NA,86,0,"","Change in Project Scope","Sales","2021"
"Other",0,"United States","Snowflake","","8 - Closed Won","Snowflake on GCP Opportunity","PayGo","Techno-company Data Loader",0,"USD",10000,"2/3/2021","3/31/2021",56,23,101,1,"3/4/2021","","Inbound SDR/Marketing","2021"
"CAE - RoW",1,"Australia","Snowflake","AWS","7 - Closed Lost","New Logo","PayGo","Organic",NA,"",NA,"9/21/2021","3/25/2022",185,NA,55,0,"","Timing","Inbound SDR/Marketing","2021"
"EAE - RoW EMEA/APAC",1,"Finland","On-Premise","","7 - Closed Lost","Unspecified Opportunity","","Consulting Partner",NA,"",NA,"1/28/2021","10/5/2021",250,NA,101,0,"","Change in Project Scope","Partner","2021"
"CAM - NA",0,"United States","Snowflake","AWS","8 - Closed Won","Snowflake on AWS Opportunity","PayGo","Organic",8610,"USD",15000,"9/9/2021","9/22/2021",13,NA,101,1,"9/22/2021","","Inbound SDR/Marketing","2021"
"EAE - NA West",0,"United States","Other","","7 - Closed Lost","Redshift Opportunity","","Sales Prospecting",NA,"USD",23000,"5/14/2021","1/28/2022",259,NA,101,0,"","Unable to contact","Outbound SDR","2021"
"EAE - RoW EMEA/APAC",0,"New Zealand","","","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"",NA,"5/27/2021","3/31/2022",308,NA,49,0,"","Change in Project Scope","Outbound SDR","2021"
"",0,"United States","","","7 - Closed Lost","Reseller Opportunity","","Sales Prospecting",NA,"USD",1e+05,"5/19/2021","7/22/2021",64,NA,101,0,"","Timing","Sales","2021"
"CAE - RoW",1,"Denmark","Snowflake","AWS","7 - Closed Lost","New Logo","","Consulting Partner",NA,"USD",10000,"6/2/2021","3/7/2022",278,23,73,1,"6/16/2021","Staying with Incumbent Solution","Partner","2021"
"Other",0,"United States","Snowflake","","8 - Closed Won","Snowflake on AWS Opportunity","PayGo","Organic",0,"USD",10000,"1/7/2021","2/12/2021",36,50,101,1,"2/3/2021","","Inbound SDR/Marketing","2021"
"CAE - North America",1,"United States","Snowflake","","7 - Closed Lost","Snowflake on Azure Opportunity","","Consulting Partner",NA,"",NA,"5/10/2021","8/18/2021",100,NA,101,0,"","Unable to contact","Partner","2021"
"EAE - NA West",1,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Consulting Partner",NA,"",NA,"2/5/2021","3/8/2021",31,NA,101,0,"","Duplicate","Partner","2021"
"EAE - RoW UK",1,"United Kingdom","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Consulting Partner",NA,"",NA,"8/2/2021","10/26/2021",85,NA,101,0,"","Change in Project Scope","Partner","2021"
"EAE - RoW EMEA/APAC",1,"Switzerland","Other","","7 - Closed Lost","Snowflake on Azure Opportunity","Contract","Consulting Partner",0,"USD",69729.6,"5/7/2021","1/18/2022",256,NA,101,1,"6/10/2022","Duplicate","Partner","2021"
"CAE - North America",0,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Organic",NA,"USD",10000,"9/21/2021","1/25/2022",126,104,101,1,"10/25/2021","Unable to contact","Inbound SDR/Marketing","2021"
"CAE - RoW",1,"Sweden","","","8 - Closed Won","Snowflake on AWS Opportunity","Contract","Organic",5225,"USD",10000,"7/15/2021","11/10/2021",118,0,101,1,"9/15/2021","","Inbound SDR/Marketing","2021"
"",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Sales Prospecting",NA,"USD",10000,"11/9/2021","12/7/2021",28,NA,101,0,"","Lost to Competitor","Sales","2021"
"EAE - RoW EMEA/APAC",0,"Australia","Snowflake","AWS","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"USD",50000,"2/5/2021","2/23/2022",383,NA,85,0,"","Change in Project Scope","Sales","2021"
"CAE - RoW",1,"United Kingdom","Snowflake","","7 - Closed Lost","Unspecified Opportunity","","Consulting Partner",NA,"",NA,"5/17/2021","8/10/2021",85,NA,101,0,"","Lost to Competitor","Partner","2021"
"EAE - NA Central",1,"United States","Snowflake","","7 - Closed Lost","Snowflake on Azure Opportunity","","Consulting Partner",NA,"USD",51000,"2/4/2021","1/7/2022",337,NA,101,0,"","Timing","Partner","2021"
"EAE - NA East",0,"United States","Snowflake","Azure","1 - Identified","Expansion","","Unknown",NA,"USD",10000,"8/10/2021","12/23/2022",282,NA,101,0,"","","Outbound SDR","2021"
"EAE - RoW EMEA/APAC",0,"Germany","","","8 - Closed Won","Redshift Opportunity","Contract","Website",69800,"USD",69729.6,"5/21/2021","6/16/2021",26,NA,101,1,"6/18/2021","","Sales","2021"
"EAE - NA East",0,"United States","","","8 - Closed Won","Redshift Opportunity","Contract","",NA,"USD",699000,"8/25/2021","9/23/2021",29,NA,101,0,"","","Sales","2021"
"Other",1,"United States","Snowflake","GCP","8 - Closed Won","Demo/Test License","","Consulting Partner",NA,"",NA,"9/16/2021","12/31/2021",106,NA,66,1,"11/24/2022","","Partner","2021"
"EAE - NA West",0,"United States","","","8 - Closed Won","Snowflake on AWS Opportunity","PayGo","Website",NA,"USD",32062,"9/14/2021","9/30/2021",16,NA,101,0,"","","Sales","2021"
"EAE - NA East",0,"United States","Redshift","","7 - Closed Lost","Redshift Opportunity","","Paid",NA,"",NA,"5/15/2021","6/22/2021",38,NA,101,0,"","Timing","Inbound SDR/Marketing","2021"
"EAE - NA East",0,"United States","Redshift","","7 - Closed Lost","Snowflake on AWS Opportunity","","Event",NA,"",NA,"5/6/2021","6/23/2021",48,NA,101,0,"","Unable to contact","Outbound SDR","2021"
"EAE - NA West",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Sales Prospecting",NA,"USD",30000,"5/17/2021","6/21/2021",35,NA,101,0,"","Staying with Incumbent Solution","Sales","2021"
"CAE - RoW",1,"Germany","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Consulting Partner",NA,"",NA,"1/15/2021","2/16/2021",32,NA,101,0,"","Lost to Competitor","Partner","2021"
"Other",0,"United States","","","8 - Closed Won","Demo/Test License","","Consulting Partner",NA,"",NA,"8/26/2021","2/11/2022",169,NA,89,1,"12/18/2021","","Partner","2021"
"EAE - RoW EMEA/APAC",0,"Finland","Synapse","","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"",NA,"10/14/2021","3/29/2022",166,NA,52,0,"","Unable to contact","Outbound SDR","2021"
"EAE - NA West",0,"United States","Other","","7 - Closed Lost","Snowflake on AWS Opportunity","","Sales Prospecting",NA,"",NA,"5/18/2021","7/8/2021",51,NA,101,0,"","Timing","Inbound SDR/Marketing","2021"
"CAE - North America",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Sales Prospecting",NA,"",NA,"1/20/2021","2/4/2021",15,NA,101,0,"","Lost to Competitor","Sales","2021"
"EAE - RoW EMEA/APAC",0,"Germany","Snowflake","Azure","8 - Closed Won","New Logo","Contract","Sales Prospecting",1610,"USD",1610,"2/1/2022","2/14/2022",13,NA,94,0,"","","Sales","2022"
"CAE - RoW",1,"Lithuania","Snowflake","","7 - Closed Lost","Unspecified Opportunity","","Consulting Partner",NA,"",NA,"5/12/2021","6/9/2021",28,NA,101,0,"","Staying with Incumbent Solution","Partner","2021"
"EAE - RoW EMEA/APAC",1,"Australia","Other","","1 - Identified","New Logo","","Consulting Partner",NA,"USD",30000,"9/17/2021","12/30/2022",244,NA,101,0,"","","Partner","2021"
"EAE - RoW EMEA/APAC",1,"Australia","Snowflake","","8 - Closed Won","Snowflake on AWS Opportunity","PayGo","Consulting Partner",15745,"USD",60000,"2/1/2021","3/31/2021",58,16,101,1,"3/8/2021","","Partner","2021"
"Other",0,"France","","","8 - Closed Won","Snowflake on Azure Opportunity","PayGo","Consulting Partner",NA,"",NA,"9/8/2021","12/9/2021",92,NA,101,1,"6/2/2022","","Partner","2021"
"",0,"Belgium","","","1 - Identified","Demo/Test License","","Sales Prospecting",NA,"",NA,"1/6/2021","12/31/2021",498,NA,101,1,"11/6/2022","","Sales","2021"
"Other",0,"United States","Snowflake","AWS","8 - Closed Won","Demo/Test License","","Consulting Partner",NA,"",NA,"5/25/2021","2/9/2022",260,NA,99,1,"5/31/2022","","Partner","2021"
"EAE - NA Central",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Sales Prospecting",NA,"USD",51000,"1/6/2021","1/7/2022",366,NA,101,0,"","Staying with Incumbent Solution","Sales","2021"
"CAE - NA Central",0,"United States","Snowflake","AWS","8 - Closed Won","Snowflake on AWS Opportunity","PayGo","Organic",0,"USD",5000,"5/17/2021","12/16/2021",213,NA,101,1,"6/9/2022","","Inbound SDR/Marketing","2021"
"EAE - NA West",0,"United States","Snowflake","","7 - Closed Lost","Snowflake on Azure Opportunity","Contract","Organic",0,"USD",10000,"7/19/2021","1/3/2022",168,81,101,1,"10/8/2021","Staying with Incumbent Solution","Inbound SDR/Marketing","2021"
"EAE - NA East",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Sales Prospecting",NA,"",NA,"6/11/2021","9/20/2021",101,NA,101,0,"","Staying with Incumbent Solution","Sales","2021"
